State,States,COUNTY,County,Species_Group,Growing_Stock_A,Nongrowing_Stock_A,All_Sources_A,Growing_Stock_B,Nongrowing_Stock_B,All_Sources_B,Growing_Stock_C,Nongrowing_Stock_C,All_Sources_C,Growing_Stock_D,Nongrowing_Stock_D,All_Sources_D,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
IA 2012,IOWA,CLAYTON,Clayton,Hardwood,"1,053",435,"1,488",286,647,933,36,166,202,"1,375","1,248","2,623",43,0.78,0.45,0.80,18866,22447,12734,9713,17958,4489,IOWA_CLAYTON
IA 2012,IOWA,CLINTON,Clinton,Hardwood,128,246,374,34,75,109,0,0,0,162,321,484,43,0.78,0.45,0.80,18866,4142,3201,941,3314,828,IOWA_CLINTON
IA 2012,IOWA,CRAWFORD,Crawford,Hardwood,5,111,115,0,0,0,0,0,0,5,111,115,43,0.78,0.45,0.80,18866,984,984,0,787,197,IOWA_CRAWFORD
IA 2012,IOWA,DALLAS,Dallas,Hardwood,6,151,156,0,0,0,0,0,0,6,151,156,43,0.78,0.45,0.80,18866,1335,1335,0,1068,267,IOWA_DALLAS
IA 2012,IOWA,DAVIS,Davis,Hardwood,178,80,257,49,117,166,0,0,0,227,197,424,43,0.78,0.45,0.80,18866,3628,2199,1429,2903,726,IOWA_DAVIS
IA 2012,IOWA,DECATUR,Decatur,Hardwood,44,59,103,6,14,20,0,0,0,50,73,123,43,0.78,0.45,0.80,18866,1053,881,171,842,211,IOWA_DECATUR
IA 2012,IOWA,DELAWARE,Delaware,Hardwood,187,113,300,49,113,162,0,0,0,236,226,462,43,0.78,0.45,0.80,18866,3954,2567,1386,3163,791,IOWA_DELAWARE
IA 2012,IOWA,DES MOINES,Des Moines,Hardwood,257,288,545,63,147,210,0,0,0,320,435,754,43,0.78,0.45,0.80,18866,6453,4664,1789,5162,1291,IOWA_DES MOINES
IA 2012,IOWA,DICKINSON,Dickinson,Hardwood,4,101,105,0,0,0,0,0,0,4,101,105,43,0.78,0.45,0.80,18866,899,899,0,719,180,IOWA_DICKINSON
IA 2012,IOWA,DUBUQUE,Dubuque,Hardwood,618,550,"1,168",165,374,539,0,0,0,782,925,"1,707",43,0.78,0.45,0.80,18866,14608,9995,4613,11686,2922,IOWA_DUBUQUE
IA 2012,IOWA,EMMET,Emmet,Hardwood,4,79,82,0,0,0,0,0,0,4,79,82,43,0.78,0.45,0.80,18866,702,702,0,561,140,IOWA_EMMET
IA 2012,IOWA,FAYETTE,Fayette,Hardwood,132,129,261,36,73,109,0,0,0,168,202,370,43,0.78,0.45,0.80,18866,3166,2234,933,2533,633,IOWA_FAYETTE
IA 2012,IOWA,FLOYD,Floyd,Hardwood,10,78,88,2,4,6,0,0,0,11,82,94,43,0.78,0.45,0.80,18866,804,753,51,644,161,IOWA_FLOYD
IA 2012,IOWA,FRANKLIN,Franklin,Hardwood,28,89,116,10,22,32,0,0,0,37,111,148,43,0.78,0.45,0.80,18866,1267,993,274,1013,253,IOWA_FRANKLIN
IA 2012,IOWA,FREMONT,Fremont,Hardwood,8,64,71,1,3,4,0,0,0,9,67,75,43,0.78,0.45,0.80,18866,642,608,34,513,128,IOWA_FREMONT
IA 2012,IOWA,GREENE,Greene,Hardwood,3,75,79,0,0,0,0,0,0,3,75,79,43,0.78,0.45,0.80,18866,676,676,0,541,135,IOWA_GREENE
IA 2012,IOWA,GRUNDY,Grundy,Hardwood,2,58,60,0,0,0,0,0,0,2,58,60,43,0.78,0.45,0.80,18866,513,513,0,411,103,IOWA_GRUNDY
IA 2012,IOWA,GUTHRIE,Guthrie,Hardwood,3,57,60,0,0,0,0,118,118,3,175,177,43,0.78,0.45,0.80,18866,1515,513,1001,1212,303,IOWA_GUTHRIE
IA 2012,IOWA,HAMILTON,Hamilton,Hardwood,155,101,256,28,85,113,0,0,0,183,187,369,43,0.78,0.45,0.80,18866,3158,2191,967,2526,632,IOWA_HAMILTON
IA 2012,IOWA,HANCOCK,Hancock,Hardwood,4,88,92,0,0,0,0,0,0,4,88,92,43,0.78,0.45,0.80,18866,787,787,0,630,157,IOWA_HANCOCK
IA 2012,IOWA,HARDIN,Hardin,Hardwood,46,112,159,12,29,41,0,0,0,59,141,200,43,0.78,0.45,0.80,18866,1712,1361,351,1369,342,IOWA_HARDIN
IA 2012,IOWA,HARRISON,Harrison,Hardwood,26,97,123,4,12,16,208,3,211,238,112,350,43,0.78,0.45,0.80,18866,2995,1053,1943,2396,599,IOWA_HARRISON
IA 2012,IOWA,HENRY,Henry,Hardwood,114,112,226,29,69,98,0,0,0,143,181,324,43,0.78,0.45,0.80,18866,2773,1934,839,2218,555,IOWA_HENRY
IA 2012,IOWA,HOWARD,Howard,Hardwood,33,51,84,10,22,32,0,0,0,43,73,116,43,0.78,0.45,0.80,18866,993,719,274,794,199,IOWA_HOWARD
IA 2012,IOWA,HUMBOLDT,Humboldt,Hardwood,4,80,84,0,0,0,0,0,0,4,80,84,43,0.78,0.45,0.80,18866,719,719,0,575,144,IOWA_HUMBOLDT
IA 2012,IOWA,IDA,Ida,Hardwood,3,55,58,0,0,0,0,0,0,3,55,58,43,0.78,0.45,0.80,18866,496,496,0,397,99,IOWA_IDA
IA 2012,IOWA,IOWA,Iowa,Hardwood,326,157,484,108,256,364,0,254,254,434,668,"1,102",43,0.78,0.45,0.80,18866,9431,4142,5289,7544,1886,IOWA_IOWA
IA 2012,IOWA,JACKSON,Jackson,Hardwood,469,245,714,98,215,313,0,0,0,566,460,"1,027",43,0.78,0.45,0.80,18866,8789,6110,2679,7031,1758,IOWA_JACKSON
IA 2012,IOWA,JASPER,Jasper,Hardwood,6,177,184,0,0,0,0,0,0,6,177,184,43,0.78,0.45,0.80,18866,1575,1575,0,1260,315,IOWA_JASPER
IA 2012,IOWA,JEFFERSON,Jefferson,Hardwood,442,207,649,165,377,542,735,67,802,"1,341",651,"1,993",43,0.78,0.45,0.80,18866,17056,5554,11502,13644,3411,IOWA_JEFFERSON
IA 2012,IOWA,JOHNSON,Johnson,Hardwood,33,360,393,6,13,18,0,0,0,38,373,411,43,0.78,0.45,0.80,18866,3517,3363,154,2814,703,IOWA_JOHNSON
IA 2012,IOWA,JONES,Jones,Hardwood,175,127,302,46,108,154,0,0,0,221,235,456,43,0.78,0.45,0.80,18866,3902,2584,1318,3122,780,IOWA_JONES
IA 2012,IOWA,KEOKUK,Keokuk,Hardwood,397,169,566,147,340,486,0,0,0,544,509,"1,052",43,0.78,0.45,0.80,18866,9003,4844,4159,7202,1801,IOWA_KEOKUK
IA 2012,IOWA,KOSSUTH,Kossuth,Hardwood,16,137,152,2,7,9,0,0,0,18,143,161,43,0.78,0.45,0.80,18866,1378,1301,77,1102,276,IOWA_KOSSUTH
IA 2012,IOWA,LEE,Lee,Hardwood,520,342,863,130,302,432,0,0,0,650,644,"1,295",43,0.78,0.45,0.80,18866,11082,7385,3697,8866,2216,IOWA_LEE
IA 2012,IOWA,LINN,Linn,Hardwood,93,733,825,25,57,82,0,"2,132","2,132",118,"2,922","3,040",43,0.78,0.45,0.80,18866,26016,7060,18955,20812,5203,IOWA_LINN
IA 2012,IOWA,LOUISA,Louisa,Hardwood,54,71,125,16,40,56,0,0,0,71,110,181,43,0.78,0.45,0.80,18866,1549,1070,479,1239,310,IOWA_LOUISA
IA 2012,IOWA,LUCAS,Lucas,Hardwood,65,65,129,15,38,53,0,0,0,80,102,182,43,0.78,0.45,0.80,18866,1558,1104,454,1246,312,IOWA_LUCAS
IA 2012,IOWA,LYON,Lyon,Hardwood,4,71,74,0,0,0,0,0,0,4,71,75,43,0.78,0.45,0.80,18866,642,633,9,513,128,IOWA_LYON
IA 2012,IOWA,MADISON,Madison,Hardwood,3,57,59,0,0,0,0,0,0,3,57,59,43,0.78,0.45,0.80,18866,505,505,0,404,101,IOWA_MADISON
IA 2012,IOWA,MAHASKA,Mahaska,Hardwood,112,139,251,30,75,106,0,0,0,142,215,357,43,0.78,0.45,0.80,18866,3055,2148,907,2444,611,IOWA_MAHASKA
IA 2012,IOWA,MARION,Marion,Hardwood,10,140,150,2,4,5,137,309,446,149,453,601,43,0.78,0.45,0.80,18866,5143,1284,3860,4115,1029,IOWA_MARION
IA 2012,IOWA,MARSHALL,Marshall,Hardwood,8,200,209,0,0,0,0,0,0,8,200,209,43,0.78,0.45,0.80,18866,1789,1789,0,1431,358,IOWA_MARSHALL
IA 2012,IOWA,MILLS,Mills,Hardwood,79,84,163,14,43,58,0,0,0,94,127,220,43,0.78,0.45,0.80,18866,1883,1395,488,1506,377,IOWA_MILLS
IA 2012,IOWA,MITCHELL,Mitchell,Hardwood,16,51,67,4,9,13,0,0,0,20,60,80,43,0.78,0.45,0.80,18866,685,573,111,548,137,IOWA_MITCHELL
IA 2012,IOWA,MONONA,Monona,Hardwood,56,76,132,9,29,39,794,605,"1,399",859,711,"1,570",43,0.78,0.45,0.80,18866,13436,1130,12306,10749,2687,IOWA_MONONA
IA 2012,IOWA,MONROE,Monroe,Hardwood,182,108,290,50,117,167,0,0,0,232,226,458,43,0.78,0.45,0.80,18866,3919,2482,1438,3136,784,IOWA_MONROE
IA 2012,IOWA,MONTGOMERY,Montgomery,Hardwood,4,88,92,0,0,0,0,0,0,4,88,92,43,0.78,0.45,0.80,18866,787,787,0,630,157,IOWA_MONTGOMERY
IA 2012,IOWA,MUSCATINE,Muscatine,Hardwood,80,222,302,17,40,57,0,0,0,97,262,359,43,0.78,0.45,0.80,18866,3072,2584,488,2458,614,IOWA_MUSCATINE
IA 2012,IOWA,O'BRIEN,O'Brien,Hardwood,5,99,104,0,0,0,0,0,0,5,99,104,43,0.78,0.45,0.80,18866,890,890,0,712,178,IOWA_O'BRIEN
IA 2012,IOWA,OSCEOLA,Osceola,Hardwood,2,51,53,0,0,0,0,0,0,2,51,53,43,0.78,0.45,0.80,18866,454,454,0,363,91,IOWA_OSCEOLA
IA 2012,IOWA,PAGE,Page,Hardwood,14,129,143,1,3,5,0,0,0,15,133,147,43,0.78,0.45,0.80,18866,1258,1224,34,1006,252,IOWA_PAGE
IA 2012,IOWA,PALO ALTO,Palo Alto,Hardwood,4,74,78,0,0,0,0,0,0,4,74,78,43,0.78,0.45,0.80,18866,668,668,0,534,134,IOWA_PALO ALTO
IA 2012,IOWA,PLYMOUTH,Plymouth,Hardwood,44,145,189,7,21,27,0,0,0,51,166,217,43,0.78,0.45,0.80,18866,1857,1617,240,1486,371,IOWA_PLYMOUTH
IA 2012,IOWA,POCAHONTAS,Pocahontas,Hardwood,3,65,68,0,0,0,0,0,0,3,65,68,43,0.78,0.45,0.80,18866,582,582,0,466,116,IOWA_POCAHONTAS
IA 2012,IOWA,POLK,Polk,Hardwood,61,"1,611","1,672",0,0,0,0,0,0,61,"1,611","1,672",43,0.78,0.45,0.80,18866,14309,14309,0,11447,2862,IOWA_POLK
IA 2012,IOWA,POTTAWATTAMIE,Pottawattamie,Hardwood,104,548,653,15,46,62,"6,272",165,"6,436","6,391",759,"7,151",43,0.78,0.45,0.80,18866,61196,5588,55608,48957,12239,IOWA_POTTAWATTAMIE
IA 2012,IOWA,POWESHIEK,Poweshiek,Hardwood,70,104,174,21,47,68,0,0,0,91,151,242,43,0.78,0.45,0.80,18866,2071,1489,582,1657,414,IOWA_POWESHIEK
IA 2012,IOWA,RINGGOLD,Ringgold,Hardwood,13,48,62,3,7,10,0,0,0,16,56,72,43,0.78,0.45,0.80,18866,616,531,86,493,123,IOWA_RINGGOLD
IA 2012,IOWA,SAC,Sac,Hardwood,4,85,89,0,0,0,0,0,0,4,85,89,43,0.78,0.45,0.80,18866,762,762,0,609,152,IOWA_SAC
IA 2012,IOWA,SCOTT,Scott,Hardwood,39,673,712,5,11,16,0,0,0,44,684,728,43,0.78,0.45,0.80,18866,6230,6093,137,4984,1246,IOWA_SCOTT
IA 2012,IOWA,SHELBY,Shelby,Hardwood,4,88,92,0,0,0,0,0,0,4,88,92,43,0.78,0.45,0.80,18866,787,787,0,630,157,IOWA_SHELBY
IA 2012,IOWA,SIOUX,Sioux,Hardwood,9,167,176,0,0,0,0,0,0,9,167,176,43,0.78,0.45,0.80,18866,1506,1506,0,1205,301,IOWA_SIOUX
IA 2012,IOWA,STORY,Story,Hardwood,188,361,549,55,126,181,0,0,0,243,487,729,43,0.78,0.45,0.80,18866,6239,4698,1540,4991,1248,IOWA_STORY
IA 2012,IOWA,TAMA,Tama,Hardwood,157,175,332,41,105,146,0,0,0,198,280,478,43,0.78,0.45,0.80,18866,4091,2841,1249,3272,818,IOWA_TAMA
IA 2012,IOWA,TAYLOR,Taylor,Hardwood,5,53,57,0,1,1,0,0,0,5,53,58,43,0.78,0.45,0.80,18866,496,488,9,397,99,IOWA_TAYLOR
IA 2012,IOWA,UNION,Union,Hardwood,4,83,87,0,0,0,0,0,0,4,83,87,43,0.78,0.45,0.80,18866,745,745,0,596,149,IOWA_UNION
IA 2012,IOWA,VAN BUREN,Van Buren,Hardwood,424,104,528,91,190,281,0,0,0,514,294,809,43,0.78,0.45,0.80,18866,6923,4518,2405,5539,1385,IOWA_VAN BUREN
IA 2012,IOWA,WAPELLO,Wapello,Hardwood,189,239,428,52,127,178,618,8,626,859,373,"1,232",43,0.78,0.45,0.80,18866,10543,3663,6880,8434,2109,IOWA_WAPELLO
IA 2012,IOWA,WARREN,Warren,Hardwood,60,189,249,16,39,55,18,0,18,94,228,322,43,0.78,0.45,0.80,18866,2756,2131,625,2204,551,IOWA_WARREN
IA 2012,IOWA,WASHINGTON,Washington,Hardwood,301,196,497,104,240,344,185,27,212,590,464,"1,054",43,0.78,0.45,0.80,18866,9020,4253,4767,7216,1804,IOWA_WASHINGTON
IA 2012,IOWA,WAYNE,Wayne,Hardwood,12,48,60,2,6,8,0,0,0,14,54,68,43,0.78,0.45,0.80,18866,582,513,68,466,116,IOWA_WAYNE
IA 2012,IOWA,WEBSTER,Webster,Hardwood,9,212,221,0,0,0,0,0,0,9,212,221,43,0.78,0.45,0.80,18866,1891,1891,0,1513,378,IOWA_WEBSTER
IA 2012,IOWA,WINNEBAGO,Winnebago,Hardwood,15,92,108,2,7,9,0,0,0,18,99,117,43,0.78,0.45,0.80,18866,1001,924,77,801,200,IOWA_WINNEBAGO
IA 2012,IOWA,WINNESHIEK,Winneshiek,Hardwood,450,174,624,104,231,335,131,384,515,685,789,"1,474",43,0.78,0.45,0.80,18866,12614,5340,7274,10091,2523,IOWA_WINNESHIEK
IA 2012,IOWA,WOODBURY,Woodbury,Hardwood,117,622,739,16,50,66,0,0,0,133,672,805,43,0.78,0.45,0.80,18866,6889,6324,565,5511,1378,IOWA_WOODBURY
IA 2012,IOWA,WORTH,Worth,Hardwood,5,55,60,1,2,2,0,0,0,5,57,62,43,0.78,0.45,0.80,18866,531,513,17,424,106,IOWA_WORTH
IA 2012,IOWA,WRIGHT,Wright,Hardwood,41,111,153,15,34,49,0,0,0,56,145,201,43,0.78,0.45,0.80,18866,1720,1309,411,1376,344,IOWA_WRIGHT
ID 2012,IDAHO,ADAMS,Adams,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,IDAHO_ADAMS
ID 2012,IDAHO,BEAR LAKE,Bear Lake,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.80,18866,43,43,0,34,9,IDAHO_BEAR LAKE
ID 2012,IDAHO,BENEWAH,Benewah,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,IDAHO_BENEWAH
ID 2012,IDAHO,BONNER,Bonner,Hardwood,70,1,71,4,7,10,0,0,0,74,8,82,43,0.78,0.45,0.80,18866,702,608,94,561,140,IDAHO_BONNER
ID 2012,IDAHO,BONNEVILLE,Bonneville,Hardwood,4,0,4,0,0,1,0,0,0,4,0,4,43,0.78,0.45,0.80,18866,34,34,0,27,7,IDAHO_BONNEVILLE
ID 2012,IDAHO,CLEARWATER,Clearwater,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,IDAHO_CLEARWATER
ID 2012,IDAHO,IDAHO,Idaho,Hardwood,1,0,1,0,0,0,0,0,0,1,0,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,IDAHO_IDAHO
ID 2012,IDAHO,KOOTENAI,Kootenai,Hardwood,70,2,72,4,7,10,0,0,0,74,8,83,43,0.78,0.45,0.80,18866,710,616,94,568,142,IDAHO_KOOTENAI
ID 2012,IDAHO,LATAH,Latah,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,IDAHO_LATAH
ID 2012,IDAHO,SHOSHONE,Shoshone,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,IDAHO_SHOSHONE
ID 2012,IDAHO,VALLEY,Valley,Hardwood,0,0,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,IDAHO_VALLEY
IL 2012,ILLINOIS,ADAMS,Adams,Hardwood,653,258,911,179,374,553,0,0,0,833,632,"1,464",43,0.78,0.45,0.80,18866,12529,7796,4732,10023,2506,ILLINOIS_ADAMS
IL 2012,ILLINOIS,ALEXANDER,Alexander,Hardwood,269,25,294,74,149,223,0,0,0,343,174,517,43,0.78,0.45,0.80,18866,4424,2516,1908,3539,885,ILLINOIS_ALEXANDER
IL 2012,ILLINOIS,BOND,Bond,Hardwood,161,75,236,38,81,119,822,12,834,"1,021",168,"1,189",43,0.78,0.45,0.80,18866,10175,2020,8156,8140,2035,ILLINOIS_BOND
IL 2012,ILLINOIS,BOONE,Boone,Hardwood,156,68,224,44,96,140,0,0,0,200,165,364,43,0.78,0.45,0.80,18866,3115,1917,1198,2492,623,ILLINOIS_BOONE
IL 2012,ILLINOIS,BROWN,Brown,Hardwood,567,64,632,154,324,478,0,0,0,721,388,"1,109",43,0.78,0.45,0.80,18866,9491,5408,4082,7592,1898,ILLINOIS_BROWN
IL 2012,ILLINOIS,BUREAU,Bureau,Hardwood,18,41,59,4,9,13,0,0,0,22,50,72,43,0.78,0.45,0.80,18866,616,505,111,493,123,ILLINOIS_BUREAU
IL 2012,ILLINOIS,CALHOUN,Calhoun,Hardwood,298,27,325,78,171,250,0,0,0,377,199,575,43,0.78,0.45,0.80,18866,4921,2781,2139,3937,984,ILLINOIS_CALHOUN
IL 2012,ILLINOIS,CARROLL,Carroll,Hardwood,139,32,171,24,46,70,0,0,0,164,78,241,43,0.78,0.45,0.80,18866,2062,1463,599,1650,412,ILLINOIS_CARROLL
IL 2012,ILLINOIS,CASS,Cass,Hardwood,349,41,390,83,207,290,0,0,0,432,248,680,43,0.78,0.45,0.80,18866,5819,3338,2482,4655,1164,ILLINOIS_CASS
IL 2012,ILLINOIS,CHAMPAIGN,Champaign,Hardwood,17,120,136,5,9,14,0,0,0,21,129,150,43,0.78,0.45,0.80,18866,1284,1164,120,1027,257,ILLINOIS_CHAMPAIGN
IL 2012,ILLINOIS,CHRISTIAN,Christian,Hardwood,5,69,74,0,0,1,0,0,0,5,70,75,43,0.78,0.45,0.80,18866,642,633,9,513,128,ILLINOIS_CHRISTIAN
IL 2012,ILLINOIS,CLARK,Clark,Hardwood,294,214,508,77,163,239,0,0,0,371,377,748,43,0.78,0.45,0.80,18866,6401,4347,2054,5121,1280,ILLINOIS_CLARK
IL 2012,ILLINOIS,CLAY,Clay,Hardwood,"1,040",102,"1,143",317,615,932,0,0,0,"1,358",717,"2,075",43,0.78,0.45,0.80,18866,17757,9781,7976,14206,3551,ILLINOIS_CLAY
IL 2012,ILLINOIS,CLINTON,Clinton,Hardwood,676,114,790,195,408,604,0,0,0,871,523,"1,394",43,0.78,0.45,0.80,18866,11929,6761,5169,9544,2386,ILLINOIS_CLINTON
IL 2012,ILLINOIS,COLES,Coles,Hardwood,294,63,357,79,166,245,0,0,0,373,229,603,43,0.78,0.45,0.80,18866,5160,3055,2105,4128,1032,ILLINOIS_COLES
IL 2012,ILLINOIS,COOK,Cook,Hardwood,134,"1,886","2,021",5,11,17,0,0,0,139,"1,898","2,037",43,0.78,0.45,0.80,18866,17432,17295,137,13946,3486,ILLINOIS_COOK
IL 2012,ILLINOIS,CRAWFORD,Crawford,Hardwood,285,212,497,79,112,191,0,0,0,364,324,688,43,0.78,0.45,0.80,18866,5888,4253,1635,4710,1178,ILLINOIS_CRAWFORD
IL 2012,ILLINOIS,CUMBERLAND,Cumberland,Hardwood,200,83,282,51,108,160,0,0,0,251,191,442,43,0.78,0.45,0.80,18866,3783,2413,1369,3026,757,ILLINOIS_CUMBERLAND
IL 2012,ILLINOIS,DE WITT,De Witt,Hardwood,0,16,16,0,0,0,0,0,0,0,16,16,43,0.78,0.45,0.80,18866,137,137,0,110,27,ILLINOIS_DE WITT
IL 2012,ILLINOIS,DEKALB,DeKalb,Hardwood,34,70,105,10,21,30,0,0,0,44,91,135,43,0.78,0.45,0.80,18866,1155,899,257,924,231,ILLINOIS_DEKALB
IL 2012,ILLINOIS,DOUGLAS,Douglas,Hardwood,12,13,25,3,6,9,0,0,0,15,19,34,43,0.78,0.45,0.80,18866,291,214,77,233,58,ILLINOIS_DOUGLAS
IL 2012,ILLINOIS,DUPAGE,DuPage,Hardwood,40,342,382,2,4,5,456,5,462,498,351,849,43,0.78,0.45,0.80,18866,7266,3269,3996,5812,1453,ILLINOIS_DUPAGE
IL 2012,ILLINOIS,EDGAR,Edgar,Hardwood,86,61,147,25,55,80,142,2,144,253,119,372,43,0.78,0.45,0.80,18866,3183,1258,1925,2547,637,ILLINOIS_EDGAR
IL 2012,ILLINOIS,EDWARDS,Edwards,Hardwood,47,53,101,11,25,37,0,0,0,59,78,137,43,0.78,0.45,0.80,18866,1172,864,308,938,234,ILLINOIS_EDWARDS
IL 2012,ILLINOIS,EFFINGHAM,Effingham,Hardwood,831,106,937,241,494,736,403,7,409,"1,475",607,"2,082",43,0.78,0.45,0.80,18866,17817,8019,9799,14254,3563,ILLINOIS_EFFINGHAM
IL 2012,ILLINOIS,FAYETTE,Fayette,Hardwood,"1,343",198,"1,541",373,778,"1,151",115,1,116,"1,831",977,"2,808",43,0.78,0.45,0.80,18866,24030,13187,10843,19224,4806,ILLINOIS_FAYETTE
IL 2012,ILLINOIS,FORD,Ford,Hardwood,2,14,15,0,0,0,0,0,0,2,14,15,43,0.78,0.45,0.80,18866,128,128,0,103,26,ILLINOIS_FORD
IL 2012,ILLINOIS,FRANKLIN,Franklin,Hardwood,431,142,572,118,242,360,0,0,0,548,384,932,43,0.78,0.45,0.80,18866,7976,4895,3081,6381,1595,ILLINOIS_FRANKLIN
IL 2012,ILLINOIS,FULTON,Fulton,Hardwood,602,177,779,152,333,485,0,189,189,754,699,"1,453",43,0.78,0.45,0.80,18866,12434,6666,5768,9948,2487,ILLINOIS_FULTON
IL 2012,ILLINOIS,GALLATIN,Gallatin,Hardwood,189,69,258,35,60,95,0,0,0,224,129,353,43,0.78,0.45,0.80,18866,3021,2208,813,2417,604,ILLINOIS_GALLATIN
IL 2012,ILLINOIS,GREENE,Greene,Hardwood,106,104,210,22,45,66,0,0,0,128,149,276,43,0.78,0.45,0.80,18866,2362,1797,565,1890,472,ILLINOIS_GREENE
IL 2012,ILLINOIS,GRUNDY,Grundy,Hardwood,66,187,252,3,6,8,0,0,0,68,192,261,43,0.78,0.45,0.80,18866,2234,2157,77,1787,447,ILLINOIS_GRUNDY
IL 2012,ILLINOIS,HAMILTON,Hamilton,Hardwood,260,172,432,61,121,182,267,2,268,588,295,883,43,0.78,0.45,0.80,18866,7556,3697,3860,6045,1511,ILLINOIS_HAMILTON
IL 2012,ILLINOIS,HANCOCK,Hancock,Hardwood,518,229,747,109,241,349,0,0,0,627,469,"1,096",43,0.78,0.45,0.80,18866,9379,6393,2987,7503,1876,ILLINOIS_HANCOCK
IL 2012,ILLINOIS,HARDIN,Hardin,Hardwood,179,103,282,41,77,118,0,0,0,221,180,400,43,0.78,0.45,0.80,18866,3423,2413,1010,2738,685,ILLINOIS_HARDIN
IL 2012,ILLINOIS,HENDERSON,Henderson,Hardwood,222,59,281,58,123,180,0,0,0,280,182,462,43,0.78,0.45,0.80,18866,3954,2405,1549,3163,791,ILLINOIS_HENDERSON
IL 2012,ILLINOIS,HENRY,Henry,Hardwood,438,290,728,100,208,308,0,0,0,538,498,"1,036",43,0.78,0.45,0.80,18866,8866,6230,2636,7093,1773,ILLINOIS_HENRY
IL 2012,ILLINOIS,IROQUOIS,Iroquois,Hardwood,32,287,319,2,3,5,0,0,0,34,290,324,43,0.78,0.45,0.80,18866,2773,2730,43,2218,555,ILLINOIS_IROQUOIS
IL 2012,ILLINOIS,JACKSON,Jackson,Hardwood,310,162,472,87,171,258,0,0,0,397,333,730,43,0.78,0.45,0.80,18866,6247,4039,2208,4998,1249,ILLINOIS_JACKSON
IL 2012,ILLINOIS,JASPER,Jasper,Hardwood,369,65,434,107,213,319,0,0,0,475,278,753,43,0.78,0.45,0.80,18866,6444,3714,2730,5155,1289,ILLINOIS_JASPER
IL 2012,ILLINOIS,JEFFERSON,Jefferson,Hardwood,518,85,603,152,312,464,0,0,0,670,397,"1,068",43,0.78,0.45,0.80,18866,9140,5160,3979,7312,1828,ILLINOIS_JEFFERSON
IL 2012,ILLINOIS,JERSEY,Jersey,Hardwood,336,159,495,87,192,279,0,0,0,423,350,774,43,0.78,0.45,0.80,18866,6624,4236,2388,5299,1325,ILLINOIS_JERSEY
IL 2012,ILLINOIS,JO DAVIESS,Jo Daviess,Hardwood,802,405,"1,206",201,409,610,"4,099","1,803","5,901","5,101","2,617","7,718",43,0.78,0.45,0.80,18866,66049,10321,55728,52839,13210,ILLINOIS_JO DAVIESS
IL 2012,ILLINOIS,JOHNSON,Johnson,Hardwood,84,50,133,18,31,49,0,0,0,102,81,183,43,0.78,0.45,0.80,18866,1566,1138,428,1253,313,ILLINOIS_JOHNSON
IL 2012,ILLINOIS,KANE,Kane,Hardwood,120,242,362,29,63,92,0,0,0,149,305,454,43,0.78,0.45,0.80,18866,3885,3098,787,3108,777,ILLINOIS_KANE
IL 2012,ILLINOIS,KANKAKEE,Kankakee,Hardwood,14,263,276,1,3,4,0,0,0,15,266,280,43,0.78,0.45,0.80,18866,2396,2362,34,1917,479,ILLINOIS_KANKAKEE
IL 2012,ILLINOIS,KENDALL,Kendall,Hardwood,2,585,587,0,0,0,0,0,0,2,585,587,43,0.78,0.45,0.80,18866,5023,5023,0,4019,1005,ILLINOIS_KENDALL
IL 2012,ILLINOIS,KNOX,Knox,Hardwood,123,76,199,28,60,88,0,0,0,151,136,287,43,0.78,0.45,0.80,18866,2456,1703,753,1965,491,ILLINOIS_KNOX
IL 2012,ILLINOIS,LA SALLE,La Salle,Hardwood,20,198,218,2,5,7,0,0,0,22,203,225,43,0.78,0.45,0.80,18866,1925,1866,60,1540,385,ILLINOIS_LA SALLE
IL 2012,ILLINOIS,LAKE,Lake,Hardwood,45,"1,071","1,116",13,27,40,0,742,742,58,"1,840","1,898",43,0.78,0.45,0.80,18866,16243,9550,6692,12994,3249,ILLINOIS_LAKE
IL 2012,ILLINOIS,LAWRENCE,Lawrence,Hardwood,668,87,755,202,242,444,0,0,0,870,329,"1,199",43,0.78,0.45,0.80,18866,10261,6461,3800,8209,2052,ILLINOIS_LAWRENCE
